"Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Batting_1B","Batting_Average","Slugging","OPS","ISO","wOBA"
712,2012,211,469,73,11,3,187,12,6,232,168,0,9,57,0,20,382,0.233101391650099,0.284791252485089,0.315135375055482,0.0516898608349901,0.140861784287617
1615,5779,872,1548,244,74,80,561,463,147,754,1061,31,20,57,42,99,1150,0.2678664128742,0.377227894099325,0.352084912812737,0.109361481225125,0.184829067641682
1086,3740,491,949,170,33,105,480,85,56,296,635,6,12,20,34,84,641,0.253743315508021,0.401069518716578,0.307937285644292,0.147326203208556,0.185399362119725
1313,4412,603,1185,164,57,10,505,285,0,576,105,0,84,169,0,0,954,0.268585675430644,0.338395285584769,0.363761829652997,0.0698096101541251,0.170419794952681
993,3274,327,834,162,5,87,452,9,17,198,429,22,13,24,28,113,580,0.254734270006109,0.386988393402566,0.297466552803871,0.132254123396457,0.165883414494414
673,2061,222,523,116,6,21,202,21,10,96,199,4,53,34,13,69,380,0.253760310528869,0.346433770014556,0.302294197031039,0.0926734594856866,0.151754393871113
1789,6300,930,1969,343,72,202,1209,37,29,678,289,0,31,51,0,49,1352,0.312539682539683,0.486031746031746,0.382080182622343,0.173492063492063,0.226418404907975
550,1558,145,368,83,9,28,167,3,2,101,334,3,19,22,14,51,248,0.23620025673941,0.354942233632863,0.288416075650118,0.118741976893453,0.167096151568976
800,2000,314,530,67,25,6,129,267,78,142,197,2,6,30,4,37,432,0.265,0.3325,0.315055762081784,0.0675,0.129049581395349
1399,5640,1046,1680,308,57,87,618,100,62,750,571,0,31,57,0,107,1228,0.297872340425532,0.418971631205674,0.383273633390438,0.121099290780142,0.204842765924311
1736,6821,1390,2214,389,131,361,1537,30,9,790,369,0,46,14,0,130,1333,0.324585837853687,0.578800762351561,0.398328327021026,0.254214924497874,0.282259161551521
1110,3849,491,959,209,24,125,584,79,0,412,837,0,12,37,0,66,601,0.24915562483762,0.413354117952715,0.323660191902645,0.164198493115095,0.213751649894688
1086,3744,444,966,186,20,28,355,47,44,154,306,0,36,77,21,105,732,0.258012820512821,0.340811965811966,0.292288242730721,0.0827991452991453,0.132694715549937
1533,5348,960,1515,243,52,253,970,47,36,871,1011,19,38,20,25,97,967,0.283283470456245,0.490089753178758,0.385864374403056,0.206806282722513,0.259559891425834
1865,7093,1094,2042,381,89,223,1247,54,64,809,608,0,11,115,0,182,1349,0.287889468490061,0.461017904976738,0.361683305952231,0.173128436486677,0.225267433337546
1049,3854,669,1282,176,97,51,543,213,0,312,39,0,20,96,0,0,958,0.332641411520498,0.468344577062792,0.385570950788342,0.135703165542294,0.191684042044912
654,2388,322,549,56,28,2,237,173,0,169,144,0,16,24,0,0,463,0.229899497487437,0.279313232830821,0.2852701127089,0.0494137353433836,0.112670967741935
1821,7496,1318,2253,207,75,16,736,518,0,453,131,0,83,101,0,0,1955,0.300560298826041,0.354589114194237,0.347236055776892,0.0540288153681964,0.120021538844622
1290,4004,333,961,139,31,10,344,133,2,155,87,0,20,92,0,0,781,0.24000999000999,0.297702297702298,0.271835367312754,0.0576923076923077,0.104933668341709
1728,5977,513,1376,244,81,15,554,173,0,370,376,0,34,217,0,0,1036,0.23021582733813,0.305671741676426,0.27895314214073,0.0754559143382968,0.132327190095596
1453,5131,727,1366,220,39,84,497,209,93,709,600,52,10,34,38,79,1023,0.266224907425453,0.373416488014032,0.354110054347826,0.107191580588579,0.183433927347498
715,2924,443,802,112,34,4,346,39,0,118,179,0,4,0,0,0,652,0.274281805745554,0.339945280437757,0.303348653972423,0.0656634746922025,0.114217202889035
1233,4558,678,1294,138,78,17,413,261,0,378,0,0,54,119,0,0,1061,0.283896445809566,0.359587538394032,0.345891783567134,0.0756910925844669,0.146530621242485
1074,4127,665,1201,220,38,29,396,67,3,443,312,0,33,124,0,6,914,0.291010419190695,0.383813908408045,0.364327612426678,0.0928034892173492,0.176540560504019
1320,5511,903,1492,163,88,24,501,366,0,369,200,0,22,54,0,0,1217,0.270731264743241,0.345309381237525,0.319044391731616,0.0745781164942842,0.131882175533717
2344,7853,1188,2099,360,28,275,1073,50,44,1197,1127,55,129,60,70,197,1436,0.267286387367885,0.42531516617853,0.370310303816629,0.158028778810646,0.227237089406134
1564,6039,971,1806,315,64,26,968,516,0,437,132,0,49,41,0,0,1401,0.299056135121709,0.385328696804107,0.351264367816092,0.0862725616823978,0.156280735632184
1766,6509,960,1887,299,123,74,793,298,27,625,274,0,53,195,0,0,1391,0.289906283607313,0.407743124903979,0.356894392653402,0.117836841296666,0.184681758731042
1566,5173,944,1437,273,48,242,795,87,37,862,1137,52,55,19,44,84,874,0.277788517301372,0.489464527353567,0.38376263449625,0.211676010052194,0.264586353173298
1732,5479,746,1464,282,23,153,763,154,63,761,719,100,28,11,65,128,1006,0.267202044168644,0.410841394415039,0.355755566082425,0.143639350246395,0.205788833627467
1288,4124,478,1113,168,22,152,704,5,6,328,582,12,24,22,23,166,771,0.26988360814743,0.431862269641125,0.325627917314959,0.161978661493695,0.19439821707154
703,1279,190,309,78,13,31,146,22,17,166,346,7,11,8,14,16,187,0.241594996090696,0.395621579358874,0.330612244897959,0.154026583268178,0.218410526315789
915,2665,248,619,104,14,26,240,49,30,171,342,7,8,68,12,69,475,0.232270168855535,0.311069418386492,0.279411764705882,0.0787992495309568,0.13006318006318
1737,7042,1552,2282,325,119,106,1302,574,0,662,211,0,29,94,0,0,1732,0.324055666003976,0.449162169838114,0.38445622656149,0.125106503834138,0.188750109918531
1447,5410,665,1516,277,46,42,571,37,28,250,419,0,42,177,0,0,1151,0.280221811460259,0.371719038817006,0.317081725710277,0.0914972273567468,0.143752683269028
929,2885,274,617,79,4,109,341,5,13,252,677,20,14,21,18,68,425,0.213864818024263,0.35736568457539,0.278636793941306,0.143500866551127,0.172692918386789
1279,4677,619,1247,233,37,87,491,174,57,201,913,12,37,50,33,93,890,0.266623904212102,0.388069275176395,0.300121261115602,0.121445370964293,0.156985008103728
965,3974,759,1159,224,53,41,366,85,0,283,263,0,7,0,0,0,841,0.2916456970307,0.405636638147962,0.339821763602251,0.113990941117262,0.171552016885553
1814,5927,736,1597,292,62,150,668,212,82,203,1000,44,41,56,49,98,1093,0.269444913109499,0.415555930487599,0.295980707395498,0.1461110173781,0.165615997409326
1067,3587,522,992,192,40,147,530,106,61,444,679,96,9,3,24,49,613,0.276554223585169,0.475327571787009,0.355561023622047,0.19877334820184,0.231494808467742
1975,7408,1249,2054,440,79,192,875,273,97,820,1201,34,72,55,68,151,1343,0.277267818574514,0.435745140388769,0.352055449330784,0.158477321814255,0.216448092152628
1637,5350,575,1320,210,56,24,567,31,5,377,480,0,18,82,0,109,1030,0.246728971962617,0.320373831775701,0.29852045256745,0.0736448598130841,0.134450826805918
1328,2761,409,719,115,17,77,349,26,15,402,402,34,12,26,33,49,510,0.260412893879029,0.398044186888808,0.353179551122195,0.137631293009779,0.202673597983617
1763,6487,984,1779,363,25,325,1072,46,26,597,1308,40,63,2,65,184,1066,0.274240789270849,0.488207183597965,0.338186356073211,0.213966394327116,0.238298215281651
722,1993,151,441,74,11,30,173,10,4,228,415,49,19,16,10,54,326,0.221274460612143,0.314601103863522,0.305777777777778,0.0933266432513798,0.154946297137665
2282,8046,1108,2256,453,90,108,1071,70,55,958,850,0,115,228,0,0,1605,0.280387770320656,0.399328859060403,0.365061958548086,0.118941088739746,0.2011936615857
1278,4559,802,1298,281,43,81,404,285,72,640,503,50,31,25,27,39,893,0.284711559552533,0.418512831761351,0.37454822141906,0.133801272208818,0.212329633186096
1706,5484,735,1386,287,27,163,684,114,56,510,935,22,132,42,43,128,909,0.2527352297593,0.404084609773888,0.328740476576431,0.151349380014588,0.205566162355621
1151,3677,465,1078,189,25,118,522,20,26,321,696,46,17,6,40,85,746,0.293173782975252,0.454446559695404,0.349198520345253,0.161272776720152,0.198754252930905
1311,5041,701,1414,232,20,35,392,123,45,376,418,3,143,106,39,88,1127,0.280499900813331,0.355286649474311,0.345240221468119,0.07478674866098,0.153935060757684
2011,6858,1251,1949,437,25,393,1199,67,50,998,1729,91,49,10,65,122,1094,0.284193642461359,0.527121609798775,0.375909661229611,0.242927967337416,0.276669018911029
591,1675,191,429,67,20,39,241,9,3,190,179,0,8,21,0,53,303,0.256119402985075,0.389850746268657,0.334757074212493,0.133731343283582,0.193912653497064
735,2191,285,613,116,41,51,276,9,22,208,264,0,2,8,0,30,405,0.279780921953446,0.439981743496121,0.34277384423157,0.160200821542675,0.208984173261141
1470,4577,430,1106,202,32,81,524,15,23,465,635,118,16,31,43,77,791,0.241642997596679,0.352851212584662,0.311115467555381,0.111208214987983,0.160517318884206
373,979,74,196,25,3,22,91,2,1,80,336,4,9,11,5,23,146,0.200204290091931,0.299284984678243,0.265610438024231,0.0990806945863126,0.144759401309635
576,2546,491,698,85,31,0,242,47,20,48,162,0,0,0,0,0,582,0.274155538098979,0.331893165750196,0.287586738627602,0.0577376276512176,0.0936517347725521
1422,3995,492,1160,221,39,52,477,105,38,324,435,47,8,22,42,75,848,0.290362953692115,0.404255319148936,0.341496910048066,0.113892365456821,0.167833271633503
1292,4561,647,1235,169,56,10,535,213,0,427,4,0,165,119,0,0,1000,0.270773953080465,0.338960754220566,0.35455074713759,0.0681868011401008,0.160850960605473
1978,7141,1064,2061,382,94,170,1195,60,2,967,604,0,16,66,0,187,1415,0.288615039910377,0.439854362134155,0.374692269817824,0.151239322223778,0.221446331856228
883,2672,259,699,116,13,69,391,6,10,190,403,17,19,4,30,82,501,0.261601796407186,0.392215568862275,0.311920302301615,0.13061377245509,0.169657843814789
940,2844,332,648,136,12,88,376,14,11,295,562,39,13,38,35,45,412,0.227848101265823,0.376933895921238,0.299968622529024,0.149085794655415,0.190517026683609
1341,5159,655,1331,149,68,24,656,164,0,257,108,0,11,136,0,0,1090,0.257995735607676,0.327195192866835,0.294637921503593,0.0691994572591588,0.116409618573798
1259,4685,618,1264,242,46,156,667,127,59,288,853,13,54,27,41,116,820,0.269797225186766,0.440981856990395,0.316890292028414,0.171184631803629,0.200045103857567
1261,4746,801,1356,236,52,32,422,57,0,571,536,0,29,123,0,32,1036,0.285714285714286,0.377581120943953,0.365881032547699,0.0918668352296671,0.179226487093154
1903,7254,985,2063,358,69,288,1284,45,19,597,719,23,31,20,38,212,1348,0.284394816652881,0.471877584780811,0.339772727272727,0.187482768127929,0.216506825376725
1654,6024,913,1697,316,33,124,699,179,58,475,939,46,37,36,43,87,1224,0.281706507304117,0.406872509960159,0.335765313877489,0.125166002656042,0.175555365069646
942,2478,252,630,105,9,22,201,13,19,76,324,1,16,73,16,66,494,0.254237288135593,0.330508474576271,0.279195668986852,0.076271186440678,0.116591953578337
560,792,130,164,27,2,8,73,7,7,145,127,4,4,21,8,23,127,0.207070707070707,0.276515151515151,0.329820864067439,0.0694444444444444,0.175463068783069
710,1855,194,453,85,3,33,207,9,13,231,171,3,6,33,21,63,332,0.244204851752022,0.346630727762803,0.326549929010885,0.102425876010782,0.176942938388626
701,2837,387,741,120,34,6,210,55,0,70,129,0,20,0,0,0,581,0.261191399365527,0.333803313359182,0.283908438674411,0.0726119139936552,0.114247625555176
948,2618,245,615,101,17,49,309,13,14,246,529,41,31,20,19,84,448,0.234912146676853,0.342627960275019,0.306108442004118,0.107715813598167,0.160948973198747
704,2053,188,514,70,23,13,211,14,9,243,206,0,7,19,0,53,408,0.2503653190453,0.325864588407209,0.331741207121146,0.0754992693619094,0.157362310030395
2687,8973,1344,2223,329,36,414,1354,98,68,1605,1410,141,35,34,90,133,1444,0.247743229689067,0.430848099855121,0.360926842941231,0.183104870166054,0.237626036735467
2606,8996,1470,2446,483,73,385,1384,78,59,1391,1697,60,53,52,77,227,1505,0.271898621609604,0.470208981769675,0.369877341447181,0.198310360160071,0.251606196805967
733,2043,306,529,71,31,3,210,67,16,212,152,0,3,104,0,0,424,0.258932941752325,0.32843857072932,0.329495128432241,0.0695056289769946,0.147359255978742
880,2758,334,668,135,15,40,283,67,21,174,455,14,37,80,21,35,478,0.242204496011603,0.345540246555475,0.293979933110368,0.103335750543872,0.154376814516129
1405,4809,707,1304,258,26,202,792,107,54,442,1021,39,87,15,42,83,818,0.271158244957372,0.461634435433562,0.340706319702602,0.19047619047619,0.226148361730013
1142,3801,556,1055,187,41,98,565,45,36,415,420,0,27,65,2,116,729,0.277558537227045,0.425677453301763,0.352650176678445,0.148118916074717,0.207399340400471
1784,6137,919,1659,216,70,12,538,324,8,778,142,0,39,256,0,0,1361,0.270327521590354,0.334202379012547,0.35605406960023,0.0638748574221932,0.157995800977854
1315,5363,1129,1625,250,178,71,883,354,0,392,294,0,9,6,0,0,1126,0.303002051090807,0.455715084840574,0.351492019430951,0.152713033749767,0.196310860513532
383,934,75,225,26,2,7,83,9,2,74,93,12,2,14,7,16,190,0.240899357601713,0.295503211991435,0.295968534906588,0.0546038543897217,0.111523383084577
2442,7184,931,1913,307,33,215,1044,35,33,1052,877,129,40,96,65,157,1358,0.266286191536748,0.407989977728285,0.360268552931303,0.141703786191537,0.204771115440818
1353,4652,655,1463,300,59,69,784,47,49,412,279,0,12,188,0,0,1035,0.314488392089424,0.44883920894239,0.371749408983452,0.134350816852966,0.198279156816391
1563,5679,826,1564,211,123,51,912,150,0,477,246,0,50,48,0,0,1179,0.275400598696954,0.382813875682338,0.336932001289075,0.107413276985385,0.16822835965195
884,3613,584,877,148,55,23,370,87,0,197,205,0,5,0,0,0,651,0.242734569609743,0.333241073899806,0.282830930537353,0.0905065042900636,0.13700125819135
427,1109,136,245,49,0,47,140,2,3,72,327,1,47,12,5,26,149,0.220919747520289,0.39224526600541,0.295214922952149,0.171325518485122,0.208750974025974
899,2262,318,564,59,32,14,173,161,46,168,217,8,6,45,16,19,459,0.249336870026525,0.322281167108753,0.300978792822186,0.0729442970822281,0.127498445171849
1302,4254,487,1065,209,25,140,598,13,12,230,663,18,10,11,39,124,691,0.250352609308886,0.409967089797837,0.28788881535407,0.159614480488952,0.180518228128461
824,3468,544,920,104,30,1,356,15,12,128,137,0,0,0,0,0,785,0.265282583621684,0.313437139561707,0.291434927697442,0.0481545559400231,0.094770022246941
1013,3001,407,719,121,11,122,445,22,12,562,607,64,9,17,35,86,465,0.239586804398534,0.409196934355215,0.357637926254505,0.169610129956681,0.231244425627999
903,2767,294,718,86,11,4,207,27,21,166,147,4,24,96,19,88,617,0.259486808818215,0.302855077701482,0.30510752688172,0.0433682688832671,0.107464199192463
2158,7911,1057,2276,414,92,94,844,246,138,690,784,48,64,67,61,161,1676,0.28770066995323,0.398938187334092,0.347238138895256,0.111237517380862,0.174046646692786
1884,6028,687,1692,324,45,28,734,29,35,931,277,0,10,103,0,55,1295,0.280690112806901,0.363304578633046,0.377816042473813,0.0826144658261446,0.187682307361171
644,1963,282,506,91,12,6,167,57,47,240,264,0,25,65,0,0,397,0.25776872134488,0.325522159959246,0.34605026929982,0.0677534386143658,0.164525403949731
846,2373,287,613,116,12,69,324,6,9,235,386,19,22,4,24,61,416,0.258322798145807,0.404551201011378,0.327807083647325,0.146228402865571,0.194938064516129
1470,5157,744,1313,200,7,319,1008,2,6,693,1316,76,43,0,46,169,787,0.254605390731045,0.481675392670157,0.345007577033171,0.227070001939112,0.249427358007846
2583,9397,1443,2548,449,124,304,1167,320,118,844,1299,69,53,91,75,152,1671,0.271150367138448,0.442375226136001,0.332240331758125,0.171224858997552,0.206909495145631
1270,4631,643,1329,203,85,31,494,39,45,329,186,0,10,63,0,59,1010,0.286979054199957,0.387605268840423,0.335613682092555,0.100626214640466,0.15783138832998
517,941,109,207,29,6,3,68,24,13,92,142,1,5,39,5,11,169,0.219978746014878,0.273113708820404,0.291466922339406,0.053134962805526,0.128853358925144
2499,8756,1276,2356,421,47,376,1330,128,58,849,1386,105,143,26,79,204,1512,0.269072635906807,0.456715395157606,0.340694006309148,0.187642759250799,0.2213423781115
807,2086,199,542,82,10,19,217,9,6,185,235,3,12,22,5,76,431,0.259827420901246,0.336049856184084,0.32298951048951,0.076222435282838,0.145653304157549
848,2316,220,545,95,9,48,293,31,20,292,432,42,9,28,22,65,393,0.235319516407599,0.346286701208981,0.32057597574839,0.110967184801382,0.17328971890643
1411,5252,783,1461,212,72,35,391,200,71,474,253,0,32,147,0,0,1142,0.278179741051028,0.365955826351866,0.341611670719,0.0877760853008378,0.158199478985759
1218,4139,644,1202,262,50,40,450,71,58,467,288,0,53,132,0,0,850,0.290408311186277,0.406861560763469,0.369607211848036,0.116453249577193,0.200433140158832
1047,3372,319,849,176,3,80,395,10,19,175,514,15,19,41,33,97,590,0.251779359430605,0.376927639383155,0.289802722978605,0.12514827995255,0.159914620535714
972,2473,255,631,77,25,9,209,22,22,277,293,35,32,32,24,43,520,0.255155681358674,0.317428224828144,0.334996436208125,0.0622725434694703,0.141983399494767
1533,5541,684,1534,238,77,32,675,159,28,203,348,0,141,154,0,0,1187,0.276845334777116,0.36491608012994,0.319116397621071,0.0880707453528244,0.142980390824129
1245,3902,377,1048,214,8,124,583,2,6,255,399,31,49,13,51,122,702,0.268580215274218,0.422860071758073,0.31759455015269,0.154279856483854,0.188765168007572
1415,4879,723,1323,228,58,79,616,32,0,851,495,0,42,54,0,97,958,0.27116212338594,0.390243902439024,0.383922383922384,0.119081779053085,0.216922972972973
1612,5258,688,1376,243,38,34,510,99,58,514,541,13,57,111,36,109,1061,0.261696462533283,0.341764929631038,0.331969309462916,0.0800684670977558,0.157682125768968
1483,5597,950,1752,268,164,48,756,330,0,597,0,0,99,121,0,0,1272,0.313024834732893,0.445238520636055,0.3890036548546,0.132213685903162,0.207033465755601
760,2913,380,687,129,34,21,295,12,0,54,471,0,1,0,0,0,503,0.235839340885685,0.325094404394095,0.25,0.0892550635084106,0.116466442048518
1759,6357,851,1861,271,44,85,636,88,73,444,609,22,52,72,33,117,1461,0.292748151643857,0.38933459178858,0.342288701713622,0.0965864401447224,0.153349475524476
583,1693,229,433,75,18,16,201,58,2,190,139,0,6,57,0,5,324,0.255759007678677,0.349675132900177,0.332980412916887,0.0939161252215003,0.17058348332451
1621,5319,824,1479,340,23,233,865,148,43,601,1064,87,91,4,48,85,883,0.278059785673999,0.482045497273924,0.358309952137316,0.203985711599925,0.244074581379772
1309,3853,288,918,115,39,7,284,20,20,151,320,58,1,60,20,95,757,0.238255904490008,0.293797041266546,0.26583850931677,0.0555411367765378,0.089742777917822
608,1455,171,353,59,10,46,166,3,7,170,295,31,2,19,9,31,238,0.242611683848797,0.391752577319588,0.320904645476773,0.14914089347079,0.190830778816199
1108,2708,248,661,134,20,32,263,32,29,232,387,48,7,17,24,49,475,0.244091580502216,0.343796159527326,0.302928306967351,0.0997045790251108,0.151919261033185
1696,6047,576,1515,241,20,25,501,81,55,265,399,29,35,169,57,119,1229,0.250537456590045,0.309409624607243,0.283416614615865,0.0588721680171986,0.107984501960784
937,3404,518,1075,203,50,31,485,64,36,186,199,0,23,111,0,0,791,0.315804935370153,0.43213866039953,0.355383337946305,0.116333725029377,0.1713619706615
687,2127,191,489,103,10,57,230,10,6,136,287,29,10,10,17,73,319,0.229901269393512,0.368124118476728,0.277292576419214,0.138222849083216,0.166389739053516
1029,4251,653,1060,141,27,1,373,33,5,156,267,0,0,0,0,0,891,0.249353093389791,0.295930369324865,0.275924665305196,0.0465772759350741,0.0934206489675516
1153,4163,598,1123,214,38,121,566,61,37,303,722,19,47,31,38,121,750,0.26975738650012,0.426615421570982,0.323665128543177,0.156858035070862,0.195083186231244
1446,4833,484,1269,200,55,16,494,21,28,351,354,0,24,177,0,4,998,0.262569832402235,0.336643906476309,0.315668202764977,0.0740740740740741,0.139177496159754
623,1807,172,467,103,4,41,188,8,6,119,295,6,17,19,11,37,319,0.258439402324294,0.387935805201992,0.308597748208802,0.129496402877698,0.175610472279261
924,2957,299,758,117,13,61,324,15,19,203,363,35,18,28,20,82,567,0.256340886033142,0.366587757862699,0.306128830519074,0.110246871829557,0.150850964274423
1500,5652,732,1490,191,71,6,451,195,53,528,255,0,25,112,0,0,1222,0.263623496107573,0.325725406935598,0.32925060435133,0.0621019108280255,0.138756905721193
1977,7023,986,1925,307,47,348,1239,51,31,666,1419,106,52,3,68,196,1223,0.274099387726043,0.479851915135982,0.338455628121398,0.205752527409939,0.224567493184474
1106,3269,453,1064,225,52,36,582,42,52,202,177,0,20,88,0,0,751,0.325481798715203,0.459161823187519,0.368375823546262,0.133680024472316,0.190819765110284
1530,5208,822,1631,252,113,136,859,145,94,587,408,0,89,149,0,0,1130,0.313172043010753,0.483294930875576,0.392080217539089,0.170122887864823,0.230840924541128
1135,4533,784,1253,186,91,31,749,280,0,300,136,0,12,2,0,0,945,0.276417383631149,0.378116037943966,0.323013415892673,0.101698654312817,0.154421671826625
2367,9232,1279,2663,355,112,35,790,76,80,719,216,24,142,208,48,175,2161,0.288453206239168,0.362543327556326,0.347500246524011,0.0740901213171578,0.146259049125235
1461,5636,895,1678,314,75,65,694,158,81,392,471,0,33,107,0,48,1224,0.297728885734564,0.414655784244145,0.346972446790959,0.116926898509581,0.174864906781059
2317,8134,1751,2646,458,125,534,1922,87,72,1452,1311,0,13,71,0,69,1529,0.325301204819277,0.609294320137694,0.428273778518596,0.283993115318416,0.318063673299302
2527,8677,1285,2586,407,54,173,1194,281,107,917,1341,67,38,19,80,312,1952,0.298029272790135,0.417194883024087,0.364600494233937,0.119165610233952,0.181991456713323
708,1731,163,474,74,6,16,143,12,12,65,119,15,5,15,10,30,378,0.273830155979203,0.351242056614674,0.300386526780784,0.0774119006354708,0.116393318485523
1719,5121,650,1395,224,34,125,656,46,21,544,694,59,32,38,41,103,1012,0.272407732864675,0.40265573130248,0.343499477169746,0.130247998437805,0.184872794506075
1774,6073,706,1591,241,35,200,758,24,21,626,753,67,114,38,48,138,1115,0.261979252428783,0.411987485591964,0.339746392654132,0.150008233163181,0.198719605534295
1126,4208,588,1235,199,131,82,713,92,0,272,2,0,66,73,0,0,823,0.293488593155894,0.461501901140684,0.346018477782666,0.168013307984791,0.207945754509459
1115,3446,429,877,161,28,115,432,51,26,243,535,28,20,48,27,75,573,0.254497968659315,0.41758560650029,0.305139186295503,0.163087637840975,0.190174325782093
1902,6523,844,1726,264,78,151,706,76,40,715,1097,48,32,79,53,125,1233,0.264602176912464,0.398436302314886,0.337703127133688,0.133834125402422,0.188545347079038
1535,5517,848,1482,263,69,61,549,105,0,752,525,0,28,105,0,73,1089,0.268624252311039,0.374478883451151,0.35921867555979,0.105854631140112,0.192113260282674
1299,4169,544,1170,181,44,38,471,51,60,471,498,0,16,139,0,0,907,0.280642840009595,0.372511393619573,0.355884879725086,0.0918685536099784,0.171408204467354
2311,9112,1532,2880,466,138,105,1244,419,74,728,272,0,31,229,0,55,2171,0.316066725197542,0.432067603160667,0.368655657988046,0.116000877963126,0.17763000709148
1698,6481,895,1776,345,40,223,1022,72,38,602,1369,19,41,15,78,154,1168,0.27403178521833,0.442832896158,0.335878922521522,0.16880111093967,0.209835500487262
1499,5566,610,1491,211,46,45,438,80,47,298,561,23,33,133,43,107,1189,0.267876392382321,0.346568451311534,0.306734006734007,0.078692058929213,0.127804833530505
583,2440,360,636,70,30,8,261,14,8,42,66,0,0,0,0,0,528,0.260655737704918,0.323770491803279,0.273166800966962,0.0631147540983607,0.0927173247381144
1806,6378,895,1910,324,56,192,1058,48,26,514,436,28,47,59,24,207,1338,0.299466917529006,0.458137347130762,0.354875771937383,0.158670429601756,0.200977707281903
2507,8951,1130,2280,443,39,360,1341,96,65,634,1602,57,96,32,104,236,1438,0.254720143000782,0.433582839906156,0.30761369443025,0.178862696905374,0.203286739309211
702,1411,150,336,50,7,14,159,5,4,163,184,7,4,12,15,35,265,0.238128986534373,0.313253012048193,0.315756434400502,0.07512402551382,0.150274905422446
1798,5673,712,1440,296,50,111,604,108,96,367,1121,20,40,89,38,111,983,0.253833950290851,0.382337387625595,0.301896044458974,0.128503437334744,0.171503345359134
548,1608,218,438,75,36,14,185,54,6,149,156,0,22,65,0,0,313,0.272388059701493,0.389925373134328,0.342327150084317,0.117537313432836,0.185162113546936
1742,5937,1004,1706,336,74,100,830,123,0,979,393,0,25,62,0,72,1196,0.287350513727472,0.419403739262254,0.390433655092926,0.132053225534782,0.224247918167411
2257,8096,1195,2333,444,32,399,1425,128,81,583,2003,106,178,1,58,179,1458,0.288166996047431,0.498764822134387,0.347055524397084,0.210597826086956,0.231746100578953
1111,2931,374,700,111,12,42,282,24,31,326,465,5,32,69,21,72,535,0.238826339133402,0.327874445581713,0.31963746223565,0.0890481064483112,0.163636006051437
1076,3583,391,946,136,46,17,407,79,71,274,225,0,6,133,0,0,747,0.264024560424226,0.341892269048284,0.317369919751488,0.0778677086240581,0.140469738545172
1584,4502,656,1195,188,31,200,666,47,37,610,546,62,43,12,30,64,776,0.265437583296313,0.454242558862728,0.356412729026037,0.188804975566415,0.231762404840914
1801,6189,726,1696,262,38,47,568,137,78,383,501,40,52,106,52,135,1349,0.274034577476167,0.351429956374212,0.319203115638107,0.0773953788980449,0.133689300783605
1832,6449,1080,1651,302,50,321,1008,243,102,770,1411,38,32,12,57,98,978,0.256008683516824,0.467669406109474,0.335659551176793,0.21166072259265,0.241278321870702
786,2984,421,774,91,45,10,412,60,0,161,121,0,18,13,0,0,628,0.259383378016086,0.330093833780161,0.301296237748973,0.0707104557640751,0.123061460638634
610,2178,274,580,102,17,33,197,73,33,115,340,12,22,27,17,33,428,0.266299357208448,0.374196510560147,0.30746140651801,0.107897153351699,0.151468706896552
1032,3914,490,1108,183,27,36,323,203,90,130,322,11,27,29,24,81,862,0.28308635666837,0.371231476750128,0.308913308913309,0.0881451200817578,0.129777326150833
488,1463,180,352,44,13,66,212,10,13,81,330,6,2,0,14,31,229,0.240601503759398,0.423786739576213,0.278846153846154,0.183185235816815,0.186053539253539
619,1470,162,351,56,16,12,112,34,22,95,285,7,4,20,6,48,267,0.238775510204082,0.32312925170068,0.285714285714286,0.0843537414965987,0.133648979591837
1434,5586,927,1747,370,52,229,936,95,31,403,554,54,59,5,63,129,1096,0.312746151092016,0.520587182241318,0.36147929962363,0.207841031149302,0.233806141654284
1034,3544,356,841,159,18,41,271,19,22,246,439,18,33,54,12,83,623,0.237302483069977,0.327031602708804,0.292046936114733,0.0897291196388262,0.145084202253078
1923,6688,866,1931,301,129,27,934,165,68,654,282,0,32,311,0,0,1474,0.288726076555024,0.38441985645933,0.354895579061568,0.0956937799043062,0.169923677786819
1010,3111,438,910,141,39,17,328,18,8,288,161,0,16,46,0,32,713,0.292510446801671,0.379299260687882,0.355490483162518,0.0867888138862102,0.161504655929722
1860,6136,780,1594,299,82,109,738,225,105,564,842,74,34,67,59,131,1104,0.259778357235984,0.388526727509778,0.322685117032239,0.128748370273794,0.178930376544129
1092,3285,438,786,107,22,61,340,38,30,561,529,50,12,32,23,50,596,0.239269406392694,0.340943683409437,0.350167482607575,0.101674277016743,0.18634528843644
1317,5108,717,1562,212,64,75,408,172,83,246,445,46,19,62,21,72,1211,0.305794831636648,0.416405638214565,0.338709677419355,0.110610806577917,0.147663762154076
2332,8835,1143,2599,440,43,272,1308,83,62,479,1003,113,29,33,90,251,1844,0.29417091114884,0.446066779852858,0.329375596310824,0.151895868704018,0.175689399141631
1026,3120,314,799,106,30,91,387,13,7,185,693,14,9,10,15,85,572,0.256089743589744,0.396794871794872,0.298287774106338,0.140705128205128,0.16581556561086
1033,3159,331,795,176,12,88,382,3,4,236,509,53,16,29,28,80,519,0.251661918328585,0.398543842988287,0.304448967723175,0.146881924659702,0.180710336680449
