"Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Batting_1B","Batting_Average","Slugging","OPS","ISO","wOBA"
2323,8860,1774,2839,574,146,184,1427,181,89,1186,372,0,50,141,0,27,1935,0.320428893905192,0.480474040632054,0.403625198098257,0.160045146726862,0.235572702060222
2164,8001,1888,2721,534,163,493,1995,102,101,1508,790,0,45,106,0,2,1531,0.340082489688789,0.632420947381577,0.447351894494453,0.292338457692788,0.333564768683274
954,2569,388,633,91,29,77,283,62,29,341,466,13,17,27,14,34,436,0.246399377189568,0.394316854807318,0.336960217613057,0.14791747761775,0.205468852459016
1522,5099,558,1309,172,46,7,476,43,47,465,357,0,33,219,0,0,1084,0.256717003333987,0.312610315748186,0.322851527604074,0.0558933124141989,0.133748472395926
1071,4139,493,939,122,55,7,380,37,5,162,194,0,13,0,0,0,755,0.226866392848514,0.287992268663928,0.258229021789523,0.0611258758154143,0.103583449235049
409,1016,159,284,54,15,8,111,34,15,117,187,1,13,17,7,26,207,0.279527559055118,0.385826771653543,0.359063313096271,0.106299212598425,0.188793055555556
835,2493,357,632,104,8,103,402,10,11,363,462,12,17,10,13,67,417,0.253509827517048,0.425591656638588,0.350658350658351,0.17208182912154,0.227212456506611
1522,3780,460,977,161,50,51,392,82,40,354,746,83,31,39,25,68,715,0.258465608465608,0.367989417989418,0.325059665871122,0.10952380952381,0.162027270513757
676,1961,237,513,92,26,20,251,32,13,188,231,0,14,71,0,0,375,0.261601223865375,0.36562978072412,0.330559408229311,0.104028556858746,0.172952380952381
538,1639,157,382,53,8,25,146,28,22,120,231,19,15,9,12,32,296,0.23306894447834,0.320927394752898,0.289473684210526,0.0878584502745577,0.13560882852292
1213,3776,295,893,142,49,15,345,40,2,286,132,0,26,102,0,0,687,0.236493644067797,0.311970338983051,0.294765166340509,0.0754766949152542,0.139016291585127
1635,5798,985,1553,260,54,255,870,284,78,718,1285,72,61,23,56,72,984,0.26785098309762,0.463263194204898,0.351575456053068,0.195412211107278,0.23329373571102
1847,6527,1121,1897,411,55,287,1078,109,45,1183,835,114,51,4,70,160,1144,0.290638884633063,0.502374751034166,0.399821223343123,0.211735866401103,0.27086525852015
1239,4061,606,1115,244,24,118,546,115,71,466,708,21,42,9,48,116,729,0.274562915538045,0.433637035213002,0.351526965562053,0.159074119674957,0.217348825065274
521,1865,215,386,68,23,3,167,8,0,147,235,0,0,0,0,0,292,0.206970509383378,0.272922252010724,0.264910536779324,0.0659517426273458,0.127862127236581
1956,7119,1163,1889,304,71,65,558,203,111,1036,416,30,33,98,35,90,1449,0.265346256496699,0.355386992555134,0.359722728931047,0.0900407360584352,0.181169559379959
695,1716,168,414,59,8,20,182,7,5,226,135,9,14,17,13,46,327,0.241258741258741,0.31993006993007,0.332148298628746,0.0786713286713287,0.162659489795918
1277,4127,454,1100,186,26,36,422,44,31,279,607,34,25,81,23,137,852,0.266537436394475,0.350375575478556,0.315222272114953,0.0838381390840804,0.139551040723982
1197,4501,663,1215,203,40,74,446,222,93,337,625,18,42,49,33,98,898,0.269940013330371,0.382137302821595,0.324445349073886,0.112197289491224,0.165128375893769
1736,7030,1163,2040,313,98,27,825,372,0,439,212,0,62,4,0,0,1602,0.290184921763869,0.374110953058321,0.337405391050325,0.0839260312944524,0.146441322533528
1537,5410,889,1375,293,10,320,950,56,29,854,1377,40,46,0,45,138,752,0.254158964879852,0.489463955637708,0.357985837922895,0.235304990757856,0.272768424386382
1966,7452,1020,1944,216,80,15,823,328,0,500,131,0,38,208,0,0,1633,0.260869565217391,0.317364465915191,0.31063829787234,0.0564949006977993,0.119246232790989
795,1673,195,470,93,9,34,222,12,9,107,224,14,11,7,19,47,334,0.280932456664674,0.40824865511058,0.324861878453039,0.127316198445906,0.170352004454343
1515,4604,517,1206,234,18,60,487,35,33,408,750,17,41,58,32,134,894,0.261946133796699,0.359687228496959,0.325467059980334,0.0977410947002607,0.164037332280979
1396,4977,623,1209,274,27,137,536,97,48,392,1165,12,45,82,32,128,771,0.24291742013261,0.391400442033353,0.302240176276166,0.148483021900743,0.191917151269783
1689,6556,1061,1936,388,25,434,1404,26,19,457,1273,74,62,2,78,184,1089,0.295302013422819,0.560707748627212,0.343212638053963,0.265405735204393,0.261494448368414
2591,9157,1412,2591,596,68,354,1439,128,87,1155,1218,150,111,10,98,212,1573,0.282952932183029,0.478868625095555,0.366600133067199,0.195915692912526,0.243412631375952
1042,2829,283,717,123,19,13,263,52,10,231,198,0,20,69,0,0,562,0.253446447507953,0.324142806645458,0.314285714285714,0.0706963591375044,0.142235584415584
705,1539,185,368,59,4,19,136,23,16,161,230,3,13,33,10,54,286,0.239116309291748,0.319688109161793,0.314567614625653,0.0805717998700455,0.154171395348837
1559,5195,690,1485,238,57,103,615,79,61,467,706,63,71,20,40,124,1087,0.285851780558229,0.413089509143407,0.350424389398926,0.127237728585178,0.18170938704028
805,2363,227,662,98,29,7,293,11,5,206,141,0,15,29,0,0,528,0.280152348709268,0.355057130765975,0.34171826625387,0.0749047820567076,0.149375154798762
1623,5644,807,1691,299,44,19,591,37,30,669,329,7,29,89,15,121,1329,0.299610205527994,0.378277817150957,0.375806197892087,0.0786676116229624,0.171147275590551
1107,3928,609,1104,188,85,95,525,49,0,382,380,0,49,81,0,65,736,0.281059063136456,0.444755600814664,0.352144987382427,0.163696537678208,0.215695755907318
749,2364,324,609,84,44,9,187,104,17,190,243,0,36,60,0,0,472,0.25761421319797,0.341793570219966,0.322393822393822,0.0841793570219966,0.152811814671815
1288,3846,636,1029,125,39,24,284,369,118,365,660,3,13,73,18,44,841,0.267550702028081,0.339053562142486,0.331683168316832,0.0715028601144046,0.1429983014862
1566,5707,914,1530,264,52,253,975,89,60,759,702,0,29,41,0,159,961,0.26809181706676,0.465568599964955,0.356889915319477,0.197476782898195,0.243435535026944
1475,4992,735,1415,220,43,202,805,19,5,731,356,2,22,54,12,174,950,0.283453525641026,0.466145833333333,0.376585026923745,0.182692307692308,0.23922919200695
1310,5357,1327,1612,262,94,46,618,170,0,717,332,0,30,0,0,0,1210,0.300914691058428,0.410677618069815,0.386467889908257,0.109762927011387,0.197475425950197
705,1815,197,411,67,16,30,177,25,18,217,316,25,6,17,11,29,298,0.226446280991736,0.330578512396694,0.309419228892143,0.104132231404959,0.166658794466403
2287,8656,1483,2735,500,173,248,1609,175,89,949,585,0,55,162,0,0,1814,0.315965804066543,0.499653419593346,0.387060041407867,0.183687615526802,0.23723801242236
389,988,106,257,38,3,6,70,12,7,61,127,11,9,9,1,33,210,0.260121457489879,0.322874493927126,0.308781869688385,0.062753036437247,0.119654580152672
1050,2735,270,738,124,27,21,322,59,7,311,247,0,30,67,0,0,566,0.269835466179159,0.357952468007313,0.350780234070221,0.0881170018281536,0.172908907672302
2245,8065,1179,2445,511,45,173,1146,70,48,1075,642,115,34,17,99,191,1716,0.303161810291383,0.442033477991321,0.383263237355764,0.138871667699938,0.210199039091505
918,3000,486,881,155,67,34,449,114,0,311,40,0,73,36,0,0,625,0.293666666666667,0.424,0.373817966903073,0.130333333333333,0.206710106382979
981,2810,442,746,145,21,58,302,53,25,275,486,12,28,28,20,57,522,0.265480427046263,0.393950177935943,0.334822853495053,0.12846975088968,0.18844235821852
913,2073,236,512,90,10,12,163,17,14,206,192,22,15,41,13,56,400,0.246985045827303,0.317414375301495,0.317728651928912,0.070429329474192,0.144014004376368
1402,4705,706,1178,219,79,18,420,148,36,712,345,0,40,119,0,0,862,0.250371944739639,0.341976620616366,0.353674179952355,0.0916046758767269,0.190679237676379
990,3385,399,844,79,30,5,277,153,6,233,181,0,11,129,0,0,730,0.249335302806499,0.294830132939439,0.299807109396528,0.0454948301329395,0.10827500688895
1444,4989,912,1508,292,93,105,712,132,53,717,526,0,23,168,0,5,1018,0.302264982962518,0.461214672279014,0.39238959678827,0.158949689316496,0.234553918659452
752,1988,239,518,116,8,19,187,4,11,228,274,2,19,49,14,49,375,0.26056338028169,0.355633802816901,0.340151178301467,0.0950704225352113,0.179457498887405
1288,4007,427,960,145,23,80,422,26,20,345,785,34,32,56,22,99,712,0.239580733715997,0.347142500623908,0.303449841125738,0.107561766907911,0.157928316559927
1394,5193,1051,1628,379,71,331,1276,58,26,852,844,0,16,35,0,66,847,0.313498940881956,0.605045253225496,0.411813232139911,0.291546312343539,0.324454974426662
1136,2956,461,788,138,27,47,253,78,41,368,260,12,29,25,20,43,576,0.266576454668471,0.379228687415426,0.351319300326119,0.112652232746955,0.189081761380541
1269,4623,657,1400,275,38,130,726,80,43,460,364,79,39,3,41,136,957,0.302833657797967,0.463119186675319,0.3678094131319,0.160285528877352,0.208515460267506
1951,7082,1129,2003,445,35,328,1070,162,52,744,1315,80,80,3,53,174,1195,0.282829709121717,0.494493081050551,0.355195376303556,0.211663371928834,0.245376189871811
536,1573,181,397,82,3,71,217,5,4,67,332,8,10,1,6,40,241,0.252383979656707,0.443738080101716,0.286231884057971,0.19135410044501,0.198769296116505
2008,6890,1033,1833,320,47,224,864,104,83,1087,1278,50,86,107,50,157,1242,0.266037735849057,0.423657474600871,0.370516455072107,0.157619738751814,0.228352672702468
1962,6780,759,1688,245,78,24,527,192,134,338,664,37,25,136,51,86,1341,0.248967551622419,0.318731563421829,0.285098693355574,0.06976401179941,0.116345927064412
2097,7229,1129,2143,364,77,152,859,200,83,719,898,51,14,31,55,106,1550,0.296444874809794,0.431179969567022,0.358737682424847,0.134735094757228,0.190195330153151
2671,9801,1662,2781,524,38,630,1836,184,69,1312,1779,246,81,8,102,199,1589,0.283746556473829,0.537802265074992,0.369511331444759,0.254055708601163,0.270241375565611
1511,5914,1405,1753,313,108,42,719,473,0,809,206,0,77,32,0,0,1290,0.296415285762597,0.407169428474806,0.388088235294118,0.110754142712208,0.204257205882353
1401,4947,589,1383,208,72,52,619,70,42,351,262,0,9,144,0,0,1051,0.279563371740449,0.382251869820093,0.328434143583946,0.102688498079644,0.156771961560204
706,2638,350,705,119,37,16,330,82,0,85,77,0,48,26,0,0,533,0.267247915087187,0.358605003790751,0.302417899675207,0.0913570887035633,0.139044893540238
2166,7917,908,2299,394,108,79,1078,57,44,578,410,0,31,219,0,30,1718,0.290387773146394,0.397372742200328,0.341074360778794,0.106984969053935,0.165967792634295
2165,8275,1187,2251,386,56,227,967,429,116,553,1240,44,31,38,62,171,1582,0.27202416918429,0.414501510574018,0.31778948548369,0.142477341389728,0.177098411625549
1929,7484,829,2138,352,67,39,707,14,27,490,512,39,31,122,52,220,1680,0.285676109032603,0.366247995724212,0.330023581978404,0.0805718866916088,0.139730481416812
1676,6074,918,1774,308,87,26,566,180,66,696,345,0,83,182,0,0,1353,0.292064537372407,0.384260783668094,0.372537574784766,0.0921962462956865,0.181963869838027
1809,3745,449,1073,130,46,7,308,39,44,523,250,51,8,40,39,90,890,0.286515353805073,0.351401869158878,0.371726535341831,0.0648865153538051,0.155900797373358
1106,3125,373,727,126,9,121,396,24,22,482,496,34,20,29,24,45,471,0.23264,0.39488,0.336620104081074,0.16224,0.219600718827758
1421,4339,352,1092,160,22,39,404,15,23,399,600,77,26,47,33,131,871,0.251670891910578,0.325651071675501,0.316239316239316,0.0739801797649228,0.135412669491525
1248,3808,480,1064,197,31,60,486,19,42,419,329,3,11,52,12,121,776,0.279411764705882,0.39469537815126,0.351529411764706,0.115283613445378,0.186115799387803
1424,4154,553,1153,207,29,99,475,27,33,566,558,41,36,32,35,74,818,0.277563793933558,0.412855079441502,0.366311834690044,0.135291285507944,0.206071663157895
939,3159,431,818,148,24,117,443,80,33,197,504,13,36,15,35,86,529,0.258942703387148,0.432098765432099,0.306682229355121,0.173156062044951,0.197022905682484
1802,7052,946,2040,391,36,90,640,133,52,364,954,24,105,40,42,174,1523,0.289279636982416,0.39322178105502,0.33174666137776,0.103942144072604,0.157829871335721
1536,5392,730,1618,267,29,215,898,97,47,609,862,115,32,9,73,122,1107,0.300074183976261,0.479970326409496,0.369963969865706,0.179896142433234,0.217025805374729
2147,8155,1328,2590,477,46,449,1496,181,94,737,985,250,103,0,64,277,1618,0.317596566523605,0.552544451256898,0.378628987746992,0.234947884733293,0.247250130548303
1305,4673,733,1331,266,51,124,660,74,47,510,804,39,22,28,44,119,890,0.284827733789857,0.443184249946501,0.354924747570966,0.158356516156645,0.2113113243762
1650,5888,748,1591,305,25,214,887,31,26,321,1103,30,145,14,46,181,1047,0.270210597826087,0.439538043478261,0.32140625,0.169327445652174,0.200333218210361
1993,6686,773,1764,275,69,28,619,169,108,239,511,25,7,141,60,114,1392,0.263834878851331,0.338169309003889,0.287471395881007,0.0743344301525575,0.114278828764174
1261,4582,553,1214,222,47,38,480,60,1,369,427,0,15,71,0,125,907,0.264949803579223,0.358795285901353,0.321788159484495,0.0938454823221301,0.157860169150221
1119,3632,471,967,141,25,38,357,50,30,364,586,20,48,51,31,112,763,0.26624449339207,0.350220264317181,0.33840490797546,0.0839757709251102,0.157637336621455
1151,4202,586,1075,200,64,39,391,95,37,309,444,0,5,61,0,52,772,0.255830556877677,0.361732508329367,0.307573073516386,0.10590195145169,0.160526262178919
1406,5382,727,1459,238,89,62,467,125,68,265,783,18,31,74,33,87,1070,0.271088814567075,0.382943143812709,0.307301698476624,0.111854329245634,0.151837695415422
599,1007,119,263,36,11,17,118,2,4,71,171,9,3,7,12,24,199,0.261171797418074,0.369414101290963,0.30832570905764,0.10824230387289,0.149323062730627
2440,9288,1383,3141,543,85,135,1138,319,125,790,434,203,24,45,85,260,2378,0.338178294573643,0.458548664944014,0.388239913615392,0.12037037037037,0.174746834935897
1168,4303,706,1257,254,45,43,496,12,16,433,299,0,13,227,0,0,915,0.292121775505461,0.402045084824541,0.358601810907559,0.10992330931908,0.184313539692567
1938,7278,1239,2193,363,81,57,642,165,0,1092,466,0,21,115,0,78,1692,0.301319043693322,0.396949711459192,0.393993564533429,0.0956306677658698,0.194365105470147
1283,4625,777,1466,341,67,164,833,70,7,372,477,0,33,83,0,28,894,0.316972972972973,0.526054054054054,0.371968190854871,0.209081081081081,0.247741590457256
859,1699,216,438,91,6,30,205,4,5,282,240,18,8,13,21,35,311,0.257798705120659,0.371394938198941,0.362189054726368,0.113596233078281,0.202781024096386
1062,3701,551,1071,240,51,73,573,57,45,353,315,0,3,65,0,11,707,0.289381248311267,0.440961902188598,0.351737737244269,0.15158065387733,0.20935336455509
883,2915,422,880,157,54,30,392,41,20,130,218,0,22,118,0,0,639,0.30188679245283,0.423670668953688,0.336485164656016,0.121783876500858,0.166993218128464
1294,3935,461,1011,153,31,134,504,14,30,477,593,96,35,35,37,60,693,0.256925031766201,0.413722998729352,0.339652096342551,0.156797966963151,0.199587830446673
1503,6012,937,1634,234,81,21,769,200,0,425,283,0,52,107,0,0,1298,0.271789753825682,0.348137059214904,0.325319771921714,0.0763473053892215,0.141545292032671
1276,4237,568,1171,229,25,134,620,31,22,267,575,57,16,4,51,69,783,0.276374793485957,0.437101722917158,0.318092321155108,0.160726929431201,0.185860744350908
1591,6268,1690,2158,242,94,40,736,912,0,1187,218,0,89,40,0,0,1782,0.344288449266114,0.432035737077218,0.455196182396607,0.087747287811104,0.210108112407211
1328,4577,707,1333,204,37,51,454,163,73,493,494,20,17,58,31,82,1041,0.291238802709198,0.385405287306096,0.360101602188355,0.0941664845968975,0.168166300510004
957,3032,475,824,172,17,110,423,67,30,292,596,11,30,18,32,59,525,0.271767810026385,0.448548812664908,0.338452451269935,0.176781002638522,0.219070814814815
1531,5839,711,1529,272,62,104,708,35,14,351,432,10,6,71,24,173,1091,0.261859907518411,0.383113546840212,0.303215434083601,0.121253639321802,0.161177262479871
968,3356,418,902,122,45,15,297,68,0,267,204,0,3,71,0,79,720,0.268772348033373,0.345351609058403,0.323221180364038,0.0765792610250298,0.140548538334253
480,919,68,198,30,1,12,73,3,2,44,175,1,3,13,5,24,155,0.215451577801959,0.289445048966268,0.252317198764161,0.073993471164309,0.113977319587629
849,3272,410,747,122,39,13,344,31,0,170,211,0,1,0,0,0,573,0.228300733496333,0.301344743276284,0.266627940749346,0.0730440097799511,0.120332094103979
1267,5074,930,1317,159,79,30,517,329,0,471,357,0,18,0,0,0,1049,0.259558533701222,0.339771383523847,0.324644975732518,0.0802128498226252,0.148107172388999
1230,1793,187,466,79,6,35,222,5,7,283,332,27,6,4,14,40,346,0.259899609592861,0.369213608477412,0.360209923664122,0.109313998884551,0.191076268728855
1384,4311,446,1007,156,17,106,501,9,14,551,643,49,19,39,41,141,728,0.233588494548829,0.35142658315936,0.320398212108899,0.117838088610531,0.179191134824543
852,2533,314,786,155,58,29,376,29,16,217,165,0,32,70,0,0,544,0.310303987366759,0.451638373470193,0.372034507548526,0.141334386103435,0.205896189791517
1666,5564,783,1614,266,28,80,686,24,37,965,550,75,53,44,67,154,1240,0.290079079798706,0.391085549964055,0.395848999849601,0.101006470165349,0.199861880133861
650,1601,177,445,91,16,39,265,17,3,140,165,0,9,29,0,2,299,0.277951280449719,0.427857589006871,0.339428571428571,0.149906308557152,0.2017744
547,1125,164,262,31,12,4,72,17,11,117,175,5,13,16,5,14,215,0.232888888888889,0.292444444444444,0.311111111111111,0.0595555555555556,0.137812749003984
1001,3151,339,931,186,7,63,428,8,17,133,188,27,44,15,43,107,675,0.295461758172009,0.418914630276103,0.328685849896173,0.123452872104094,0.162957236842105
1073,3398,505,1030,158,43,91,528,58,34,389,208,0,35,105,0,0,738,0.303119482048264,0.455267804590936,0.380429094714809,0.152148322542672,0.214733490319205
1810,6269,972,1609,256,36,146,567,408,116,753,1080,30,35,76,31,87,1171,0.256659754346786,0.37884830116446,0.338177200902935,0.122188546817674,0.186798356474922
2155,7402,1115,1954,307,40,195,918,238,94,1153,868,51,63,76,72,155,1412,0.263982707376385,0.395298567954607,0.364787111622555,0.131315860578222,0.207869383030443
1533,4744,539,1120,136,45,7,267,127,60,633,653,31,22,94,23,53,932,0.236087689713322,0.288153456998314,0.32736997417927,0.0520657672849916,0.14362986458913
1263,4736,722,1297,224,64,9,506,167,91,472,310,0,99,249,0,0,1000,0.273859797297297,0.353885135135135,0.351987940456002,0.0800253378378378,0.168267382702092
970,3035,461,963,201,64,47,517,36,16,413,188,0,31,95,0,0,651,0.317298187808896,0.472158154859967,0.404426559356137,0.154859967051071,0.236505547571141
1903,3924,460,1055,161,21,37,369,131,54,279,337,26,17,44,25,112,836,0.268858307849134,0.34887869520897,0.318256772673734,0.0800203873598369,0.136853472386821
1125,3783,518,1052,148,29,170,578,17,17,380,573,49,28,8,37,122,705,0.278086174993391,0.467353951890034,0.345316934720908,0.189267776896643,0.216164632687246
569,1319,135,353,60,11,3,144,29,0,127,97,0,15,33,0,0,279,0.267626990144049,0.336618650492798,0.338809034907598,0.0689916603487491,0.153028199863107
